관할서,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0_12세,vic_age_10대,vic_age_2_30대,vic_age_4_50대,vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,절도폭력_발생수,절도폭력_검거수,절도폭력_검거율,화재건수,화재_사망,화재_부상,화재_인명피해_계,화재_부동산피해_천원,화재_동산피해_천원,화재_재산피해_천원,화재_재산피해_건당천원,cctv_개수,공원_개수,배치인원_수,보안등_개수,비상벨_개수,유흥업소_개수,일인가구수,자살건수,자살_사망률_10만명당,자살_연령표준화사망률_10만명당,총_인구수,기초수급_19세이하,기초수급_20_34세,기초수급_35_59세,기초수급_60세이상,기초수급_총합,외국인수,score_절폭
서울강동경찰서,2019,4.0,0.0,2312.0,796.0,0.0,47.0,0.0,143.0,0.0,1.0,59.0,4.0,221.0,19.0,0.0,0.0,21.0,1.0,84.0,82.0,0.0,4.0,0.0,1982.0,4.0,940.0,2048.0,1149.0,165.0,15.0,255.0,1152.0,1306.0,466.0,168.0,332.0,601.0,560.0,827.0,1042.0,2067,1739,0.841,254.0,1,10.0,11.0,166909.0,366450.0,533359.0,2100.0,2619,72,393,7505,2.0,213,45188.0,42,19.5,17.1,415287,24731,10066,39772,53914,128483,9131,77.5
서울강북경찰서,2019,0.0,0.0,2213.0,465.0,0.0,56.0,1.0,509.0,0.0,1.0,108.0,3.0,116.0,51.0,1.0,1.0,20.0,0.0,49.0,93.0,0.0,3.0,0.0,2195.0,3.0,818.0,2024.0,1241.0,88.0,24.0,279.0,1230.0,1250.0,475.0,95.0,357.0,743.0,563.0,693.0,997.0,3801,2533,0.6659999999999999,167.0,1,9.0,10.0,76389.0,141416.0,217805.0,1304.0,2299,41,347,8430,22.0,184,42791.0,25,15.7,13.0,303871,37423,15119,60537,88327,201406,7530,74.1
서울강서경찰서,2019,4.0,0.0,2418.0,1426.0,1.0,46.0,1.0,200.0,0.0,1.0,17.0,2.0,164.0,25.0,0.0,3.0,40.0,1.0,180.0,123.0,0.0,21.0,0.0,2977.0,3.0,575.0,2299.0,1494.0,321.0,31.0,279.0,1540.0,1419.0,523.0,322.0,430.0,705.0,674.0,1028.0,1277.0,3368,2335,0.693,331.0,0,24.0,24.0,251606.0,414691.0,666297.0,2013.0,2377,139,500,8573,822.0,289,79371.0,42,13.9,11.6,574097,41124,22264,81165,130523,275076,13197,74.85
서울관악경찰서,2019,1.0,0.0,2231.0,1775.0,1.0,63.0,0.0,253.0,0.0,1.0,46.0,4.0,232.0,39.0,0.0,4.0,15.0,1.0,22.0,167.0,0.0,17.0,0.0,2932.0,1.0,937.0,2597.0,1496.0,278.0,14.0,273.0,1935.0,1291.0,579.0,279.0,429.0,971.0,750.0,945.0,1276.0,2747,2009,0.731,311.0,3,6.0,9.0,312837.0,341749.0,654586.0,2105.0,4825,78,493,11882,951.0,272,119863.0,39,15.9,13.9,507828,28421,15909,54953,81176,180459,30247,73.15
서울광진경찰서,2019,0.0,0.0,1606.0,1397.0,0.0,38.0,0.0,89.0,0.0,1.0,75.0,1.0,147.0,57.0,0.0,1.0,48.0,3.0,112.0,53.0,0.0,5.0,1.0,2203.0,6.0,569.0,1862.0,1113.0,231.0,15.0,299.0,1353.0,1016.0,291.0,232.0,337.0,626.0,520.0,709.0,1014.0,5503,3727,0.677,195.0,0,8.0,8.0,145574.0,247269.0,392843.0,2015.0,6459,34,380,9132,1495.0,93,58714.0,23,12.8,9.9,359766,23511,9205,34348,43811,110875,23823,77.65
서울구로경찰서,2019,1.0,0.0,2789.0,1038.0,1.0,69.0,0.0,162.0,0.0,0.0,46.0,0.0,118.0,10.0,0.0,0.0,24.0,4.0,17.0,156.0,0.0,5.0,0.0,3136.0,2.0,634.0,2501.0,1294.0,311.0,23.0,248.0,1399.0,1569.0,552.0,315.0,400.0,669.0,649.0,959.0,1429.0,5422,3638,0.6709999999999999,247.0,0,7.0,7.0,157597.0,254232.0,411829.0,1667.0,3659,45,395,7816,819.0,107,47740.0,26,12.8,11.8,435560,21749,8064,30709,50532,111054,54937,72.85
서울금천경찰서,2019,0.0,0.0,1267.0,994.0,0.0,29.0,0.0,232.0,0.0,1.0,25.0,0.0,126.0,22.0,0.0,0.0,14.0,2.0,4.0,71.0,0.0,6.0,0.0,1673.0,3.0,627.0,1368.0,937.0,243.0,16.0,116.0,791.0,1052.0,329.0,244.0,228.0,469.0,388.0,605.0,858.0,4916,3533,0.7190000000000001,141.0,0,4.0,4.0,178251.0,493516.0,671767.0,4764.0,4226,50,274,6260,567.0,118,37778.0,23,20.4,19.4,249747,21128,8770,35542,52484,117924,32851,72.1
서울남대문경찰서,2019,1.0,0.0,994.0,465.0,0.0,28.0,0.0,47.0,0.0,1.0,46.0,2.0,68.0,5.0,0.0,2.0,20.0,12.0,28.0,41.0,0.0,6.0,0.0,1039.0,2.0,357.0,908.0,566.0,108.0,1.0,31.0,727.0,547.0,172.0,104.0,105.0,127.0,241.0,627.0,482.0,3811,2664,0.6990000000000001,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,725,16,186,1137,176.0,88,3492.0,5,8.1,8.8,22853,6833,2472,14862,28268,52435,2300,79.7
서울노원경찰서,2019,0.0,2.0,2354.0,839.0,0.0,33.0,0.0,269.0,0.0,1.0,59.0,2.0,227.0,82.0,0.0,2.0,19.0,5.0,77.0,79.0,0.0,7.0,0.0,2486.0,6.0,565.0,1964.0,1274.0,319.0,36.0,315.0,1195.0,1215.0,478.0,318.0,437.0,644.0,552.0,849.0,1075.0,3043,2235,0.7340000000000001,203.0,0,6.0,6.0,44268.0,141374.0,185642.0,914.0,1998,167,415,4078,61.0,63,53365.0,40,14.6,11.9,522480,51537,28793,96356,140258,316944,8300,79.5
서울도봉경찰서,2019,0.0,4.0,1017.0,652.0,0.0,35.0,0.0,56.0,0.0,1.0,56.0,1.0,74.0,14.0,0.0,0.0,11.0,4.0,39.0,59.0,0.0,5.0,0.0,1337.0,1.0,276.0,1075.0,601.0,145.0,8.0,108.0,555.0,715.0,288.0,147.0,189.0,322.0,256.0,424.0,630.0,2562,2368,0.924,179.0,3,8.0,11.0,424291.0,344157.0,768448.0,4293.0,10,71,273,6337,622.0,68,32653.0,27,15.9,14.0,323543,32365,11052,40627,54373,138417,5027,79.65
서울동대문경찰서,2019,0.0,0.0,1957.0,836.0,0.0,41.0,0.0,218.0,0.0,0.0,42.0,1.0,170.0,40.0,0.0,1.0,16.0,2.0,146.0,86.0,0.0,4.0,0.0,1974.0,4.0,650.0,1873.0,988.0,233.0,12.0,145.0,1005.0,1179.0,519.0,234.0,265.0,591.0,540.0,744.0,954.0,2217,1766,0.797,195.0,5,21.0,26.0,233398.0,636944.0,870342.0,4463.0,26,14,429,10730,4.0,150,58152.0,23,13.5,12.2,355094,24605,9344,43252,75416,152617,23645,75.8
서울동작경찰서,2019,0.0,0.0,1601.0,983.0,0.0,42.0,0.0,52.0,0.0,1.0,155.0,1.0,161.0,17.0,0.0,0.0,9.0,1.0,62.0,77.0,0.0,3.0,0.0,2020.0,1.0,482.0,1592.0,998.0,244.0,12.0,188.0,1081.0,905.0,405.0,243.0,260.0,449.0,521.0,680.0,924.0,2120,1649,0.778,208.0,2,10.0,12.0,86519.0,92724.0,179243.0,862.0,2033,53,353,8848,1007.0,83,60088.0,24,12.0,9.2,400368,19403,9690,34013,54529,117635,20697,76.75
서울마포경찰서,2019,0.0,2.0,1823.0,1680.0,0.0,35.0,0.0,90.0,0.0,1.0,14.0,0.0,139.0,30.0,0.0,7.0,26.0,1.0,34.0,104.0,1.0,11.0,0.0,2527.0,8.0,757.0,2171.0,1246.0,228.0,14.0,331.0,1853.0,910.0,306.0,231.0,347.0,1020.0,561.0,725.0,992.0,1975,1665,0.843,246.0,0,13.0,13.0,163683.0,229742.0,393425.0,1599.0,2317,82,458,7628,780.0,121,59248.0,27,14.0,11.8,369327,15671,8696,28149,47341,99857,16416,80.95
서울방배경찰서,2019,1.0,0.0,452.0,275.0,0.0,17.0,0.0,41.0,0.0,1.0,3.0,0.0,62.0,8.0,0.0,0.0,1.0,0.0,14.0,20.0,0.0,5.0,0.0,507.0,0.0,173.0,487.0,259.0,44.0,6.0,55.0,278.0,294.0,113.0,44.0,89.0,119.0,143.0,189.0,250.0,2188,1421,0.649,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,2691,25,141,3231,4.0,24,10829.0,26,11.8,11.6,133979,12915,6232,19512,29423,68082,2832,83.55
서울서대문경찰서,2019,0.0,13.0,1420.0,783.0,0.0,40.0,0.0,76.0,0.0,1.0,77.0,1.0,104.0,15.0,0.0,1.0,25.0,7.0,53.0,74.0,0.0,6.0,0.0,1701.0,5.0,418.0,1362.0,886.0,162.0,12.0,175.0,989.0,737.0,334.0,163.0,237.0,448.0,387.0,564.0,774.0,1840,1387,0.754,269.0,1,12.0,13.0,109764.0,111196.0,220960.0,821.0,2938,58,322,6938,388.0,75,46449.0,33,21.0,17.3,319394,20887,7284,27027,45810,101008,18179,79.5
서울서부경찰서,2019,1.0,0.0,850.0,366.0,1.0,12.0,0.0,34.0,0.0,1.0,13.0,0.0,47.0,10.0,1.0,0.0,17.0,1.0,9.0,31.0,0.0,22.0,0.0,850.0,1.0,289.0,723.0,442.0,113.0,9.0,86.0,439.0,444.0,187.0,113.0,124.0,264.0,191.0,305.0,394.0,1798,1426,0.7929999999999999,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1870,46,221,3546,221.0,96,22652.0,38,15.5,12.8,189190,45265,18558,62819,95037,221679,3875,76.6
서울서초경찰서,2019,0.0,0.0,1941.0,1333.0,0.0,32.0,0.0,116.0,0.0,0.0,18.0,3.0,180.0,26.0,0.0,1.0,60.0,2.0,50.0,80.0,1.0,7.0,0.0,2395.0,7.0,628.0,1862.0,1270.0,308.0,13.0,265.0,1731.0,850.0,269.0,312.0,337.0,758.0,715.0,787.0,843.0,1501,1146,0.763,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,4237,88,339,4405,5.0,115,31823.0,26,11.8,11.6,296847,12915,6232,19512,29423,68082,6224,84.19999999999997
서울성동경찰서,2019,0.0,0.0,1306.0,734.0,0.0,24.0,0.0,74.0,0.0,0.0,29.0,0.0,86.0,17.0,0.0,0.0,11.0,0.0,16.0,35.0,0.0,5.0,0.0,1426.0,2.0,569.0,1327.0,656.0,184.0,11.0,130.0,863.0,722.0,258.0,183.0,234.0,389.0,353.0,503.0,688.0,1387,1034,0.745,194.0,2,7.0,9.0,119319.0,604898.0,724217.0,3733.0,3241,54,320,6228,792.0,62,41488.0,16,10.5,10.2,299688,16622,7134,29103,44632,97491,14042,78.30000000000003
서울성북경찰서,2019,0.0,0.0,689.0,247.0,0.0,17.0,0.0,65.0,0.0,0.0,23.0,0.0,68.0,7.0,0.0,1.0,7.0,1.0,12.0,40.0,0.0,1.0,1.0,676.0,2.0,225.0,619.0,394.0,28.0,4.0,84.0,398.0,343.0,184.0,28.0,116.0,196.0,209.0,228.0,292.0,1381,1254,0.9079999999999999,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,2015,29,252,7048,535.0,36,35292.0,30,13.5,11.3,251646,31361,11882,43894,69254,156391,10865,79.5
서울송파경찰서,2019,0.0,0.0,3194.0,1287.0,2.0,51.0,0.0,99.0,0.0,0.0,38.0,1.0,342.0,29.0,0.0,1.0,40.0,2.0,86.0,95.0,0.0,5.0,0.0,3176.0,8.0,886.0,2786.0,1546.0,339.0,34.0,282.0,1878.0,1650.0,490.0,337.0,584.0,759.0,765.0,1148.0,1415.0,4469,3259,0.7290000000000001,335.0,2,19.0,21.0,330243.0,628586.0,958829.0,2862.0,2096,140,538,8817,64.0,241,68861.0,40,11.7,9.6,648600,32727,14377,45428,58345,150877,14126,83.4
서울수서경찰서,2019,0.0,0.0,760.0,1205.0,0.0,22.0,0.0,63.0,0.0,0.0,17.0,1.0,225.0,11.0,0.0,1.0,10.0,5.0,88.0,45.0,0.0,5.0,0.0,1321.0,3.0,352.0,1205.0,712.0,150.0,10.0,140.0,803.0,729.0,231.0,154.0,307.0,345.0,375.0,479.0,561.0,3989,3057,0.7659999999999999,456.0,1,23.0,24.0,900260.0,777421.0,1677681.0,3679.0,3124,70,312,3031,738.0,115,20502.0,54,19.5,19.2,223382,21689,13134,39921,65581,140325,3174,83.65
서울양천경찰서,2019,3.0,0.0,1652.0,934.0,0.0,40.0,0.0,78.0,0.0,2.0,38.0,1.0,100.0,13.0,0.0,5.0,22.0,1.0,84.0,47.0,0.0,5.0,0.0,2019.0,1.0,449.0,1599.0,938.0,210.0,32.0,311.0,799.0,1007.0,387.0,211.0,251.0,447.0,450.0,689.0,910.0,3798,3023,0.7959999999999999,163.0,2,7.0,9.0,107052.0,358668.0,465720.0,2857.0,2921,95,376,7113,677.0,72,36345.0,32,13.8,13.4,440354,33580,12197,43041,64917,153735,9138,80.4
서울영등포경찰서,2019,2.0,2.0,3214.0,1544.0,0.0,48.0,0.0,75.0,0.0,1.0,30.0,3.0,164.0,35.0,0.0,1.0,36.0,5.0,56.0,119.0,0.0,8.0,0.0,3552.0,3.0,934.0,3034.0,1568.0,314.0,21.0,257.0,1860.0,1755.0,708.0,315.0,480.0,761.0,755.0,1296.0,1624.0,2353,1520,0.6459999999999999,265.0,1,48.0,49.0,344748.0,2755206.0,3099954.0,11698.0,3775,44,513,7951,958.0,342,58214.0,21,11.6,10.3,394083,12911,5546,30674,51952,101083,55524,73.05000000000003
서울용산경찰서,2019,0.0,0.0,1019.0,1405.0,0.0,27.0,0.0,102.0,0.0,0.0,9.0,1.0,196.0,18.0,0.0,1.0,8.0,1.0,69.0,45.0,0.0,7.0,0.0,1508.0,6.0,702.0,1577.0,788.0,197.0,4.0,106.0,1239.0,763.0,252.0,198.0,301.0,755.0,442.0,452.0,612.0,2246,1418,0.631,238.0,0,5.0,5.0,100283.0,167582.0,267865.0,1125.0,2051,45,343,9980,1024.0,122,35148.0,13,11.5,11.1,227181,11199,4119,24104,39212,78634,22332,81.95
서울은평경찰서,2019,1.0,9.0,1059.0,607.0,7.0,22.0,0.0,258.0,0.0,1.0,11.0,0.0,91.0,12.0,0.0,4.0,15.0,0.0,26.0,72.0,0.0,2.0,0.0,1348.0,0.0,405.0,1077.0,749.0,149.0,15.0,142.0,715.0,699.0,255.0,149.0,184.0,343.0,262.0,505.0,681.0,2049,1519,0.741,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1796,54,203,4502,276.0,117,32420.0,38,15.5,12.8,290842,45265,18558,62819,95037,221679,5626,75.95
서울종로경찰서,2019,1.0,12.0,1220.0,407.0,1.0,15.0,0.0,106.0,0.0,0.0,36.0,3.0,72.0,16.0,0.0,3.0,14.0,1.0,35.0,58.0,0.0,3.0,0.0,1094.0,0.0,499.0,1117.0,551.0,130.0,5.0,63.0,653.0,662.0,286.0,129.0,179.0,234.0,267.0,513.0,605.0,1701,1076,0.633,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,805,29,285,5259,68.0,150,34961.0,9,12.0,11.4,75958,5756,2573,14071,25508,47908,3554,85.25
서울종암경찰서,2019,1.0,1.0,702.0,599.0,0.0,23.0,0.0,43.0,0.0,0.0,12.0,0.0,94.0,12.0,0.0,0.0,16.0,1.0,8.0,53.0,0.0,3.0,0.0,914.0,3.0,277.0,782.0,487.0,112.0,11.0,81.0,407.0,531.0,239.0,112.0,148.0,229.0,224.0,352.0,428.0,1574,1055,0.67,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,1855,22,176,5751,499.0,21,24317.0,30,13.5,11.3,191004,31361,11882,43894,69254,156391,7111,75.8
서울중랑경찰서,2019,3.0,0.0,2051.0,1395.0,0.0,49.0,0.0,225.0,0.0,0.0,75.0,1.0,163.0,16.0,0.0,0.0,33.0,3.0,126.0,158.0,0.0,10.0,0.0,2700.0,3.0,585.0,2145.0,1402.0,251.0,24.0,252.0,1185.0,1532.0,555.0,250.0,401.0,636.0,648.0,878.0,1235.0,1342,1095,0.816,210.0,1,9.0,10.0,95365.0,227285.0,322650.0,1536.0,4469,54,406,8132,1778.0,115,52196.0,35,17.6,15.4,386331,46485,15246,64943,92574,219248,9785,71.85
서울중부경찰서,2019,2.0,0.0,1475.0,295.0,0.0,67.0,0.0,170.0,0.0,4.0,36.0,0.0,84.0,33.0,0.0,2.0,28.0,3.0,5.0,46.0,0.0,2.0,0.0,1377.0,1.0,468.0,1270.0,683.0,96.0,10.0,91.0,869.0,712.0,271.0,96.0,212.0,387.0,330.0,493.0,627.0,1317,872,0.662,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,1563,14,236,4933,339.0,206,18597.0,5,8.1,8.8,103318,6833,2472,14862,28268,52435,11496,77.4
서울혜화경찰서,2019,0.0,0.0,999.0,265.0,1.0,32.0,0.0,30.0,0.0,1.0,14.0,0.0,63.0,10.0,0.0,1.0,6.0,0.0,16.0,65.0,0.0,3.0,0.0,841.0,4.0,333.0,806.0,449.0,87.0,3.0,43.0,476.0,496.0,238.0,86.0,109.0,192.0,206.0,425.0,410.0,1372,831,0.606,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,784,13,213,4256,42.0,143,41063.0,9,12.0,11.4,75332,5756,2573,14071,25508,47908,10641,74.6
충남세종경찰서,2019,0.0,0.0,559.0,759.0,1.0,9.0,0.0,87.0,0.0,0.0,3.0,3.0,114.0,6.0,0.0,0.0,17.0,2.0,26.0,55.0,0.0,5.0,0.0,1153.0,0.0,37.0,792.0,542.0,84.0,9.0,133.0,493.0,550.0,149.0,84.0,149.0,153.0,255.0,406.0,455.0,1418,1086,0.7659999999999999,191.0,0,8.0,8.0,995712.0,1699780.0,2695492.0,14113.0,2527,88,178,10410,39.0,66,39078.0,30,18.4,18.2,338136,16060,4101,15794,22678,58633,9814,80.05000000000003
