관할서,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0_12세,vic_age_10대,vic_age_2_30대,vic_age_4_50대,vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,법질서_발생수,법질서_검거수,법질서_검거율,화재건수,화재_사망,화재_부상,화재_인명피해_계,화재_부동산피해_천원,화재_동산피해_천원,화재_재산피해_천원,화재_재산피해_건당천원,cctv_개수,공원_개수,배치인원_수,보안등_개수,비상벨_개수,유흥업소_개수,일인가구수,자살건수,자살_사망률_10만명당,자살_연령표준화사망률_10만명당,총_인구수,기초수급_19세이하,기초수급_20_34세,기초수급_35_59세,기초수급_60세이상,기초수급_총합,외국인수,score_법질서
서울강남경찰서,2019,1.0,1.0,1710.0,4048.0,0.0,29.0,0.0,58.0,0.0,1.0,11.0,272.0,1689.0,324.0,1.0,150.0,201.0,19.0,1277.0,371.0,1.0,66.0,1.0,1092.0,7.0,388.0,2392.0,1662.0,1805.0,6.0,185.0,2057.0,1373.0,383.0,1855.0,2904.0,437.0,642.0,1010.0,866.0,5174,4086,0.79,456.0,1,23.0,24.0,900260.0,777421.0,1677681.0,3679.0,3095,24,421,5031,636.0,297,47075.0,54,19.5,19.2,321787,21689,13134,39921,65581,140325,8561,72.4
서울강동경찰서,2019,0.0,0.0,1109.0,1791.0,0.0,27.0,0.0,76.0,0.0,1.0,10.0,178.0,508.0,207.0,1.0,47.0,6.0,8.0,732.0,262.0,0.0,28.0,0.0,587.0,2.0,448.0,1271.0,913.0,830.0,23.0,124.0,754.0,904.0,359.0,850.0,1075.0,275.0,352.0,622.0,690.0,3434,4010,1.168,254.0,1,10.0,11.0,166909.0,366450.0,533359.0,2100.0,2619,72,393,7505,2.0,213,45188.0,42,19.5,17.1,415287,24731,10066,39772,53914,128483,9131,71.05
서울강북경찰서,2019,0.0,0.0,1346.0,1671.0,0.0,21.0,0.0,193.0,0.0,1.0,52.0,185.0,503.0,195.0,1.0,77.0,5.0,9.0,680.0,255.0,1.0,12.0,1.0,737.0,1.0,622.0,1444.0,963.0,877.0,22.0,193.0,958.0,903.0,321.0,887.0,1154.0,404.0,397.0,612.0,717.0,4761,4269,0.897,167.0,1,9.0,10.0,76389.0,141416.0,217805.0,1304.0,2299,41,347,8430,22.0,184,42791.0,25,15.7,13.0,303871,37423,15119,60537,88327,201406,7530,70.2
서울강서경찰서,2019,1.0,0.0,2191.0,2722.0,0.0,39.0,0.0,93.0,0.0,0.0,18.0,298.0,864.0,467.0,1.0,103.0,8.0,9.0,1152.0,364.0,0.0,27.0,2.0,1112.0,4.0,653.0,2063.0,1456.0,1545.0,29.0,161.0,1521.0,1370.0,419.0,1564.0,1707.0,465.0,766.0,1149.0,977.0,3801,3249,0.855,331.0,0,24.0,24.0,251606.0,414691.0,666297.0,2013.0,2377,139,500,8573,822.0,289,79371.0,42,13.9,11.6,574097,41124,22264,81165,130523,275076,13197,68.45
서울관악경찰서,2019,0.0,0.0,1655.0,3165.0,2.0,39.0,0.0,135.0,0.0,0.0,39.0,312.0,809.0,315.0,1.0,90.0,13.0,9.0,1044.0,382.0,1.0,27.0,3.0,1197.0,1.0,831.0,2166.0,1544.0,1325.0,128.0,223.0,1779.0,1115.0,450.0,1340.0,1854.0,595.0,640.0,885.0,1061.0,2748,3087,1.123,311.0,3,6.0,9.0,312837.0,341749.0,654586.0,2105.0,4825,78,493,11882,951.0,272,119863.0,39,15.9,13.9,507828,28421,15909,54953,81176,180459,30247,66.6
서울광진경찰서,2019,1.0,0.0,1323.0,2097.0,1.0,19.0,0.0,52.0,0.0,0.0,39.0,253.0,524.0,269.0,0.0,68.0,2.0,6.0,736.0,278.0,1.0,19.0,0.0,958.0,5.0,413.0,1407.0,1077.0,1048.0,15.0,211.0,1153.0,826.0,269.0,1058.0,1044.0,374.0,540.0,808.0,766.0,8847,7321,0.828,195.0,0,8.0,8.0,145574.0,247269.0,392843.0,2015.0,6459,34,380,9132,1495.0,93,58714.0,23,12.8,9.9,359766,23511,9205,34348,43811,110875,23823,69.5
서울구로경찰서,2019,1.0,0.0,1879.0,1950.0,1.0,30.0,0.0,40.0,0.0,1.0,10.0,239.0,733.0,183.0,0.0,33.0,5.0,11.0,793.0,238.0,1.0,20.0,0.0,1141.0,0.0,515.0,1660.0,1183.0,1069.0,34.0,161.0,1140.0,1119.0,375.0,1083.0,1350.0,277.0,535.0,913.0,837.0,6566,5146,0.784,247.0,0,7.0,7.0,157597.0,254232.0,411829.0,1667.0,3659,45,395,7816,819.0,107,47740.0,26,12.8,11.8,435560,21749,8064,30709,50532,111054,54937,67.55
서울금천경찰서,2019,0.0,1.0,934.0,2099.0,1.0,16.0,0.0,106.0,0.0,1.0,8.0,179.0,746.0,170.0,1.0,68.0,3.0,14.0,748.0,168.0,0.0,30.0,1.0,575.0,0.0,463.0,1388.0,803.0,975.0,16.0,105.0,878.0,912.0,270.0,985.0,1198.0,224.0,433.0,676.0,635.0,5092,4929,0.968,141.0,0,4.0,4.0,178251.0,493516.0,671767.0,4764.0,4226,50,274,6260,567.0,118,37778.0,23,20.4,19.4,249747,21128,8770,35542,52484,117924,32851,66.44999999999999
서울남대문경찰서,2019,0.0,0.0,761.0,965.0,0.0,14.0,0.0,14.0,0.0,0.0,10.0,114.0,342.0,133.0,0.0,16.0,1.0,5.0,528.0,73.0,0.0,19.0,0.0,362.0,1.0,170.0,753.0,547.0,464.0,2.0,87.0,605.0,479.0,111.0,480.0,601.0,49.0,280.0,547.0,287.0,4793,3668,0.765,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,725,16,186,1137,176.0,88,3492.0,5,8.1,8.8,22853,6833,2472,14862,28268,52435,2300,72.0
서울노원경찰서,2019,0.0,13.0,1352.0,1893.0,0.0,25.0,0.0,98.0,0.0,1.0,25.0,290.0,600.0,173.0,0.0,22.0,3.0,2.0,847.0,250.0,3.0,42.0,1.0,841.0,2.0,331.0,1404.0,1076.0,927.0,34.0,240.0,887.0,983.0,327.0,936.0,1540.0,245.0,379.0,591.0,652.0,3802,2775,0.73,203.0,0,6.0,6.0,44268.0,141374.0,185642.0,914.0,1998,167,415,4078,61.0,63,53365.0,40,14.6,11.9,522480,51537,28793,96356,140258,316944,8300,72.95
서울도봉경찰서,2019,1.0,2.0,692.0,1306.0,1.0,17.0,0.0,40.0,0.0,1.0,31.0,153.0,423.0,78.0,0.0,50.0,5.0,2.0,551.0,163.0,0.0,29.0,1.0,462.0,1.0,173.0,857.0,642.0,592.0,15.0,116.0,549.0,582.0,234.0,595.0,874.0,146.0,263.0,428.0,380.0,3008,3171,1.054,179.0,3,8.0,11.0,424291.0,344157.0,768448.0,4293.0,10,71,273,6337,622.0,68,32653.0,27,15.9,14.0,323543,32365,11052,40627,54373,138417,5027,71.5
서울동대문경찰서,2019,0.0,0.0,1340.0,1818.0,0.0,29.0,0.0,119.0,0.0,1.0,21.0,235.0,521.0,219.0,0.0,89.0,8.0,7.0,776.0,221.0,1.0,39.0,3.0,739.0,3.0,467.0,1468.0,916.0,944.0,25.0,149.0,943.0,881.0,383.0,947.0,962.0,318.0,565.0,781.0,702.0,3024,2678,0.8859999999999999,195.0,5,21.0,26.0,233398.0,636944.0,870342.0,4463.0,26,14,429,10730,4.0,150,58152.0,23,13.5,12.2,355094,24605,9344,43252,75416,152617,23645,70.3
서울동작경찰서,2019,0.0,2.0,1095.0,1455.0,2.0,27.0,0.0,45.0,0.0,0.0,57.0,172.0,437.0,160.0,0.0,32.0,6.0,7.0,655.0,151.0,0.0,21.0,1.0,790.0,2.0,249.0,1100.0,936.0,647.0,19.0,129.0,945.0,663.0,274.0,653.0,857.0,221.0,368.0,692.0,545.0,2538,2233,0.88,208.0,2,10.0,12.0,86519.0,92724.0,179243.0,862.0,2033,53,353,8848,1007.0,83,60088.0,24,12.0,9.2,400368,19403,9690,34013,54529,117635,20697,70.25
서울마포경찰서,2019,0.0,1.0,1467.0,2603.0,0.0,24.0,0.0,63.0,0.0,0.0,14.0,244.0,799.0,488.0,0.0,84.0,14.0,7.0,725.0,260.0,0.0,21.0,2.0,972.0,3.0,553.0,1615.0,1169.0,1388.0,24.0,218.0,1418.0,821.0,278.0,1413.0,1358.0,461.0,558.0,962.0,833.0,2094,2543,1.214,246.0,0,13.0,13.0,163683.0,229742.0,393425.0,1599.0,2317,82,458,7628,780.0,121,59248.0,27,14.0,11.8,369327,15671,8696,28149,47341,99857,16416,74.05000000000003
서울방배경찰서,2019,0.0,0.0,545.0,763.0,1.0,9.0,0.0,13.0,0.0,0.0,5.0,65.0,274.0,64.0,1.0,135.0,0.0,3.0,333.0,51.0,0.0,5.0,0.0,324.0,0.0,81.0,549.0,411.0,376.0,7.0,62.0,405.0,341.0,141.0,380.0,475.0,79.0,219.0,328.0,235.0,3071,2349,0.765,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,2691,25,141,3231,4.0,24,10829.0,26,11.8,11.6,133979,12915,6232,19512,29423,68082,2832,75.94999999999997
서울서대문경찰서,2019,0.0,3.0,989.0,1917.0,0.0,12.0,0.0,39.0,0.0,0.0,29.0,176.0,389.0,217.0,0.0,38.0,13.0,3.0,710.0,169.0,2.0,70.0,0.0,901.0,2.0,299.0,1166.0,1049.0,774.0,19.0,216.0,1041.0,663.0,271.0,779.0,1190.0,231.0,388.0,569.0,611.0,2564,1842,0.718,269.0,1,12.0,13.0,109764.0,111196.0,220960.0,821.0,2938,58,322,6938,388.0,75,46449.0,33,21.0,17.3,319394,20887,7284,27027,45810,101008,18179,71.65
서울서부경찰서,2019,0.0,0.0,478.0,674.0,0.0,9.0,0.0,8.0,0.0,0.0,2.0,74.0,183.0,57.0,1.0,8.0,5.0,4.0,242.0,93.0,0.0,13.0,1.0,323.0,0.0,167.0,531.0,357.0,283.0,11.0,62.0,328.0,346.0,137.0,287.0,411.0,109.0,159.0,224.0,268.0,1853,1906,1.0290000000000001,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1870,46,221,3546,221.0,96,22652.0,38,15.5,12.8,189190,45265,18558,62819,95037,221679,3875,69.85
서울서초경찰서,2019,1.0,1.0,1567.0,2934.0,1.0,28.0,0.0,50.0,0.0,0.0,9.0,312.0,1318.0,325.0,0.0,26.0,4.0,12.0,580.0,285.0,0.0,27.0,1.0,1257.0,5.0,439.0,1916.0,1321.0,1354.0,16.0,184.0,1487.0,1111.0,412.0,1381.0,1735.0,385.0,729.0,987.0,755.0,2189,2248,1.0270000000000001,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,4237,88,339,4405,5.0,115,31823.0,26,11.8,11.6,296847,12915,6232,19512,29423,68082,6224,76.15
서울성동경찰서,2019,2.0,0.0,858.0,1700.0,0.0,12.0,0.0,37.0,0.0,0.0,11.0,162.0,508.0,152.0,3.0,20.0,4.0,4.0,748.0,116.0,2.0,19.0,0.0,614.0,1.0,267.0,1135.0,814.0,671.0,13.0,119.0,889.0,689.0,233.0,677.0,1154.0,157.0,342.0,541.0,426.0,1480,1503,1.016,194.0,2,7.0,9.0,119319.0,604898.0,724217.0,3733.0,3241,54,320,6228,792.0,62,41488.0,16,10.5,10.2,299688,16622,7134,29103,44632,97491,14042,72.3
서울성북경찰서,2019,0.0,0.0,594.0,946.0,0.0,3.0,0.0,21.0,0.0,0.0,6.0,93.0,248.0,124.0,0.0,34.0,2.0,1.0,449.0,105.0,0.0,5.0,2.0,386.0,3.0,118.0,597.0,578.0,395.0,19.0,103.0,513.0,382.0,151.0,402.0,683.0,104.0,218.0,339.0,226.0,1409,1618,1.148,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,2015,29,252,7048,535.0,36,35292.0,30,13.5,11.3,251646,31361,11882,43894,69254,156391,10865,73.3
서울송파경찰서,2019,0.0,1.0,2444.0,3288.0,0.0,50.0,0.0,55.0,0.0,0.0,65.0,313.0,1185.0,296.0,2.0,141.0,9.0,12.0,1186.0,384.0,0.0,24.0,2.0,1723.0,3.0,623.0,2534.0,1771.0,1598.0,34.0,258.0,1861.0,1568.0,576.0,1606.0,2323.0,487.0,710.0,1192.0,1191.0,5613,4702,0.838,335.0,2,19.0,21.0,330243.0,628586.0,958829.0,2862.0,2096,140,538,8817,64.0,241,68861.0,40,11.7,9.6,648600,32727,14377,45428,58345,150877,14126,76.35
서울수서경찰서,2019,1.0,4.0,984.0,2393.0,0.0,17.0,0.0,22.0,0.0,1.0,12.0,207.0,1038.0,174.0,1.0,47.0,24.0,1.0,897.0,173.0,0.0,23.0,3.0,605.0,3.0,238.0,1390.0,1101.0,943.0,16.0,147.0,983.0,932.0,400.0,956.0,1685.0,216.0,405.0,645.0,483.0,4087,3621,0.8859999999999999,456.0,1,23.0,24.0,900260.0,777421.0,1677681.0,3679.0,3124,70,312,3031,738.0,115,20502.0,54,19.5,19.2,223382,21689,13134,39921,65581,140325,3174,75.35
서울양천경찰서,2019,0.0,0.0,1029.0,1623.0,0.0,19.0,0.0,45.0,0.0,0.0,32.0,171.0,571.0,155.0,1.0,8.0,4.0,7.0,729.0,178.0,2.0,26.0,2.0,554.0,0.0,340.0,1082.0,888.0,778.0,25.0,125.0,701.0,805.0,301.0,791.0,965.0,201.0,429.0,626.0,527.0,3415,3697,1.083,163.0,2,7.0,9.0,107052.0,358668.0,465720.0,2857.0,2921,95,376,7113,677.0,72,36345.0,32,13.8,13.4,440354,33580,12197,43041,64917,153735,9138,72.35
서울영등포경찰서,2019,0.0,1.0,2160.0,2842.0,0.0,29.0,1.0,30.0,0.0,0.0,29.0,336.0,775.0,335.0,1.0,55.0,5.0,12.0,909.0,231.0,0.0,23.0,3.0,1613.0,3.0,791.0,2291.0,1475.0,1326.0,27.0,197.0,1718.0,1315.0,500.0,1335.0,1613.0,379.0,760.0,1210.0,1130.0,3295,2767,0.84,265.0,1,48.0,49.0,344748.0,2755206.0,3099954.0,11698.0,3775,44,513,7951,958.0,342,58214.0,21,11.6,10.3,394083,12911,5546,30674,51952,101083,55524,69.6
서울용산경찰서,2019,1.0,0.0,1025.0,1904.0,0.0,17.0,0.0,52.0,0.0,0.0,9.0,164.0,534.0,275.0,0.0,71.0,10.0,9.0,436.0,179.0,0.0,32.0,2.0,806.0,4.0,486.0,1191.0,862.0,955.0,15.0,98.0,1084.0,618.0,218.0,975.0,998.0,356.0,421.0,707.0,526.0,2641,1880,0.7120000000000001,238.0,0,5.0,5.0,100283.0,167582.0,267865.0,1125.0,2051,45,343,9980,1024.0,122,35148.0,13,11.5,11.1,227181,11199,4119,24104,39212,78634,22332,76.05
서울은평경찰서,2019,1.0,1.0,795.0,1174.0,2.0,14.0,0.0,95.0,0.0,0.0,12.0,110.0,253.0,105.0,1.0,68.0,2.0,2.0,560.0,113.0,0.0,28.0,0.0,562.0,0.0,290.0,899.0,672.0,523.0,18.0,151.0,668.0,553.0,178.0,526.0,741.0,188.0,273.0,472.0,420.0,2470,1973,0.799,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1796,54,203,4502,276.0,117,32420.0,38,15.5,12.8,290842,45265,18558,62819,95037,221679,5626,69.8
서울종로경찰서,2019,1.0,3.0,870.0,903.0,0.0,11.0,0.0,51.0,1.0,0.0,13.0,85.0,341.0,121.0,0.0,139.0,5.0,5.0,276.0,127.0,0.0,5.0,0.0,431.0,4.0,314.0,820.0,445.0,588.0,3.0,40.0,512.0,516.0,189.0,593.0,522.0,127.0,253.0,487.0,464.0,2633,2226,0.845,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,805,29,285,5259,68.0,150,34961.0,9,12.0,11.4,75958,5756,2573,14071,25508,47908,3554,75.6
서울종암경찰서,2019,0.0,0.0,497.0,885.0,0.0,14.0,0.0,10.0,0.0,0.0,3.0,114.0,222.0,149.0,0.0,27.0,3.0,6.0,305.0,94.0,0.0,11.0,0.0,323.0,1.0,154.0,542.0,419.0,448.0,11.0,66.0,343.0,367.0,174.0,448.0,472.0,84.0,252.0,337.0,264.0,2126,1544,0.726,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,1855,22,176,5751,499.0,21,24317.0,30,13.5,11.3,191004,31361,11882,43894,69254,156391,7111,69.75
서울중랑경찰서,2019,1.0,0.0,1417.0,1816.0,0.0,31.0,0.0,123.0,0.0,1.0,26.0,184.0,482.0,237.0,0.0,74.0,15.0,11.0,595.0,274.0,0.0,29.0,0.0,992.0,1.0,521.0,1365.0,1076.0,974.0,22.0,181.0,895.0,983.0,348.0,986.0,1057.0,350.0,513.0,691.0,804.0,1848,1700,0.92,210.0,1,9.0,10.0,95365.0,227285.0,322650.0,1536.0,4469,54,406,8132,1778.0,115,52196.0,35,17.6,15.4,386331,46485,15246,64943,92574,219248,9785,66.30000000000001
서울중부경찰서,2019,0.0,0.0,1017.0,1352.0,0.0,24.0,0.0,65.0,0.0,0.0,12.0,125.0,333.0,139.0,0.0,88.0,4.0,2.0,679.0,152.0,0.0,16.0,1.0,649.0,2.0,280.0,1070.0,724.0,676.0,6.0,140.0,899.0,538.0,200.0,687.0,872.0,159.0,368.0,603.0,468.0,2579,1869,0.725,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,1563,14,236,4933,339.0,206,18597.0,5,8.1,8.8,103318,6833,2472,14862,28268,52435,11496,68.15
서울혜화경찰서,2019,1.0,0.0,700.0,1100.0,1.0,16.0,0.0,18.0,0.0,0.0,12.0,100.0,257.0,94.0,0.0,172.0,21.0,0.0,446.0,142.0,0.0,22.0,0.0,352.0,2.0,240.0,693.0,505.0,650.0,2.0,83.0,500.0,424.0,185.0,654.0,535.0,115.0,290.0,573.0,335.0,2204,1545,0.701,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,784,13,213,4256,42.0,143,41063.0,9,12.0,11.4,75332,5756,2573,14071,25508,47908,10641,66.4
충남세종경찰서,2019,0.0,0.0,241.0,1376.0,1.0,1.0,0.0,36.0,0.0,0.0,5.0,143.0,353.0,55.0,0.0,3.0,1.0,0.0,617.0,114.0,0.0,12.0,1.0,291.0,3.0,67.0,749.0,490.0,421.0,15.0,95.0,489.0,519.0,119.0,423.0,858.0,62.0,200.0,295.0,245.0,1660,1774,1.069,191.0,0,8.0,8.0,995712.0,1699780.0,2695492.0,14113.0,2527,88,178,10410,39.0,66,39078.0,30,18.4,18.2,338136,16060,4101,15794,22678,58633,9814,72.95
