,jur_stn,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0~12세,vic_age_10대,"vic_age_2,30대","vic_age_4,50대",vic_age_60세초과,vic_age_미상,crm_loc_가방점,crm_loc_강(해)변,crm_loc_검문소,crm_loc_고속도로,crm_loc_고속도로휴게소,crm_loc_고속버스,crm_loc_공사장,crm_loc_공원,crm_loc_공장,crm_loc_공지,crm_loc_공판장,crm_loc_관공서,crm_loc_교량,crm_loc_기숙사,crm_loc_기타,crm_loc_기타가옥(공가.해상가옥),crm_loc_기타교통수단내,crm_loc_노상,crm_loc_노상판매점,crm_loc_대중식당,crm_loc_대형할인매장,crm_loc_병원,crm_loc_사무실,crm_loc_산중,crm_loc_상가아파트,crm_loc_상점,crm_loc_숙박업소목욕탕,crm_loc_슈퍼마켓,crm_loc_승용차,crm_loc_승합차,"crm_loc_시장,노점",crm_loc_시장및상가부근,crm_loc_식품점,crm_loc_신발판매점,crm_loc_아파트,crm_loc_야산,crm_loc_연립가옥,crm_loc_오토바이,crm_loc_오피스텔,crm_loc_일반주택,crm_loc_전답,crm_loc_정류장,crm_loc_종교기관,crm_loc_주유소,crm_loc_주차장,crm_loc_주택,crm_loc_지하도,crm_loc_지하철,crm_loc_차량부속품점,crm_loc_차안,crm_loc_창고,crm_loc_철로,crm_loc_터널,crm_loc_톨게이트,crm_loc_편의점,crm_loc_포장마차,crm_loc_학교,crm_loc_학원,crm_loc_호텔,crm_loc_회사,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,score_교통
58,서울남대문경찰서,2018,1.0,0.0,662.0,3.0,0.0,33.0,0.0,2.0,0.0,0.0,25.0,1.0,0.0,90.0,0.0,80.0,0.0,86.0,0.0,40.0,0.0,0.0,0.0,426.0,0.0,3.0,403.0,166.0,157.0,3.0,17.0,218.0,227.0,104.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,64.0,170.0,235.0,234.0,71.80000000000003
59,서울노원경찰서,2018,11.0,0.0,1688.0,118.0,0.0,118.0,0.0,75.0,0.0,0.0,141.0,1.0,0.0,397.0,0.0,330.0,0.0,78.0,2.0,313.0,0.0,0.0,0.0,1017.0,0.0,13.0,965.0,560.0,626.0,49.0,88.0,508.0,591.0,289.0,626.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,387.0,459.0,589.0,625.0,69.75
60,서울도봉경찰서,2018,3.0,0.0,973.0,4.0,0.0,58.0,0.0,1.0,0.0,0.0,48.0,4.0,0.0,168.0,0.0,139.0,0.0,117.0,0.0,180.0,1.0,0.0,0.0,473.0,0.0,5.0,470.0,282.0,335.0,28.0,46.0,198.0,270.0,210.0,335.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,144.0,229.0,309.0,367.0,70.30000000000001
61,서울동대문경찰서,2018,5.0,0.0,1818.0,10.0,0.0,79.0,0.0,9.0,0.0,0.0,100.0,4.0,2.0,625.0,0.0,264.0,0.0,37.0,0.0,189.0,0.0,0.0,0.0,886.0,0.0,14.0,1048.0,505.0,468.0,26.0,84.0,516.0,578.0,348.0,469.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2011.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,247.0,489.0,632.0,583.0,70.0
62,서울동작경찰서,2018,10.0,0.0,1530.0,29.0,0.0,111.0,0.0,21.0,0.0,0.0,37.0,19.0,4.0,268.0,0.0,187.0,0.0,175.0,0.0,184.0,1.0,0.0,0.0,893.0,0.0,7.0,899.0,486.0,353.0,30.0,75.0,547.0,459.0,274.0,353.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1719.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,269.0,400.0,404.0,561.0,66.80000000000001
63,서울마포경찰서,2018,9.0,0.0,2474.0,280.0,0.0,72.0,0.0,61.0,0.0,0.0,14.0,3.0,1.0,357.0,0.0,849.0,0.0,134.0,2.0,281.0,0.0,0.0,0.0,1264.0,0.0,19.0,1121.0,543.0,1246.0,31.0,102.0,697.0,586.0,247.0,1247.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,691.0,523.0,634.0,851.0,67.6
64,서울방배경찰서,2018,3.0,0.0,951.0,77.0,0.0,28.0,0.0,2.0,0.0,0.0,8.0,3.0,1.0,128.0,0.0,291.0,0.0,37.0,0.0,83.0,0.0,0.0,0.0,523.0,0.0,3.0,429.0,210.0,430.0,7.0,26.0,238.0,258.0,110.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,192.0,232.0,231.0,330.0,71.7
65,서울서대문경찰서,2018,3.0,9.0,1215.0,21.0,0.0,52.0,0.0,43.0,0.0,0.0,71.0,2.0,1.0,38.0,0.0,229.0,0.0,140.0,1.0,146.0,0.0,0.0,0.0,851.0,0.0,6.0,671.0,366.0,377.0,20.0,51.0,361.0,358.0,246.0,378.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,209.0,326.0,364.0,435.0,67.65
66,서울서부경찰서,2018,2.0,0.0,565.0,3.0,0.0,23.0,0.0,40.0,0.0,0.0,12.0,0.0,0.0,58.0,0.0,99.0,0.0,65.0,0.0,98.0,0.0,1.0,0.0,324.0,0.0,0.0,281.0,158.0,206.0,14.0,27.0,134.0,152.0,112.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,88.0,163.0,157.0,209.0,66.0
67,서울서초경찰서,2018,7.0,0.0,2247.0,174.0,1.0,116.0,0.0,47.0,0.0,0.0,49.0,13.0,7.0,148.0,0.0,275.0,0.0,153.0,8.0,303.0,1.0,2.0,0.0,1709.0,0.0,22.0,1245.0,680.0,716.0,35.0,49.0,817.0,741.0,283.0,716.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,356.0,666.0,711.0,765.0,68.85
68,서울성동경찰서,2018,8.0,0.0,1527.0,5.0,0.0,67.0,0.0,32.0,0.0,0.0,106.0,1.0,2.0,145.0,0.0,359.0,0.0,58.0,3.0,191.0,0.0,0.0,0.0,981.0,0.0,5.0,808.0,339.0,598.0,25.0,57.0,441.0,432.0,192.0,598.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,313.0,389.0,444.0,527.0,67.85
69,서울성북경찰서,2018,5.0,0.0,1014.0,4.0,1.0,58.0,0.0,33.0,0.0,0.0,28.0,0.0,1.0,157.0,0.0,214.0,0.0,101.0,2.0,123.0,0.0,0.0,1.0,533.0,0.0,11.0,466.0,286.0,391.0,23.0,46.0,272.0,265.0,146.0,391.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,197.0,218.0,303.0,353.0,68.45
70,서울송파경찰서,2018,8.0,0.0,3346.0,80.0,0.0,164.0,0.0,200.0,0.0,0.0,128.0,3.0,1.0,464.0,0.0,555.0,0.0,97.0,1.0,385.0,0.0,0.0,2.0,2398.0,0.0,20.0,1862.0,981.0,1083.0,69.0,109.0,1115.0,1051.0,498.0,1084.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,618.0,852.0,1026.0,1242.0,71.0
71,서울수서경찰서,2018,7.0,0.0,1669.0,151.0,0.0,70.0,0.0,76.0,0.0,0.0,31.0,5.0,0.0,268.0,1.0,214.0,0.0,55.0,2.0,186.0,0.0,1.0,0.0,1262.0,0.0,10.0,1030.0,529.0,445.0,30.0,72.0,648.0,563.0,245.0,446.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93.0,252.0,450.0,529.0,680.0,71.35
72,서울양천경찰서,2018,7.0,0.0,1613.0,301.0,0.0,108.0,1.0,4.0,0.0,0.0,32.0,3.0,1.0,467.0,0.0,236.0,0.0,65.0,0.0,206.0,0.0,0.0,2.0,1085.0,0.0,1.0,944.0,560.0,562.0,50.0,90.0,464.0,600.0,300.0,562.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,284.0,460.0,514.0,675.0,70.1
73,서울영등포경찰서,2018,5.0,0.0,3203.0,150.0,0.0,91.0,0.0,6.0,0.0,0.0,21.0,5.0,3.0,528.0,0.0,798.0,0.0,87.0,0.0,253.0,0.0,0.0,0.0,1779.0,0.0,23.0,1808.0,722.0,946.0,57.0,86.0,1021.0,936.0,424.0,952.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3449.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,524.0,710.0,806.0,1254.0,67.85
74,서울용산경찰서,2018,6.0,0.0,1686.0,206.0,0.0,73.0,0.0,118.0,0.0,0.0,30.0,4.0,3.0,320.0,0.0,366.0,0.0,81.0,1.0,258.0,0.0,0.0,0.0,1056.0,0.0,30.0,984.0,425.0,710.0,15.0,42.0,631.0,500.0,222.0,709.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2071.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,408.0,474.0,496.0,620.0,69.9
75,서울은평경찰서,2018,3.0,0.0,895.0,30.0,0.0,49.0,0.0,256.0,0.0,0.0,17.0,1.0,0.0,304.0,0.0,295.0,1.0,105.0,0.0,74.0,0.0,0.0,0.0,466.0,0.0,4.0,418.0,253.0,579.0,23.0,37.0,205.0,247.0,158.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,338.0,222.0,242.0,327.0,68.80000000000001
76,서울종로경찰서,2018,4.0,0.0,660.0,4.0,0.0,39.0,0.0,76.0,0.0,0.0,21.0,1.0,0.0,104.0,0.0,133.0,0.0,83.0,2.0,100.0,0.0,0.0,0.0,379.0,0.0,2.0,394.0,190.0,220.0,5.0,23.0,216.0,220.0,120.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,84.0,174.0,187.0,317.0,72.85
77,서울종암경찰서,2018,3.0,0.0,734.0,6.0,0.0,41.0,0.0,26.0,0.0,0.0,29.0,0.0,2.0,58.0,0.0,75.0,0.0,142.0,1.0,125.0,0.0,1.0,0.0,431.0,0.0,4.0,397.0,208.0,234.0,18.0,24.0,209.0,235.0,119.0,234.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,141.0,190.0,221.0,255.0,67.65
78,서울중랑경찰서,2018,8.0,0.0,1687.0,177.0,1.0,67.0,0.0,54.0,0.0,0.0,28.0,2.0,1.0,515.0,0.0,188.0,0.0,21.0,1.0,180.0,0.0,0.0,0.0,1104.0,0.0,10.0,955.0,500.0,567.0,42.0,90.0,471.0,557.0,295.0,567.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,309.0,400.0,562.0,664.0,66.8
79,서울중부경찰서,2018,3.0,0.0,710.0,11.0,0.0,36.0,0.0,49.0,0.0,0.0,62.0,0.0,2.0,133.0,0.0,179.0,0.0,45.0,0.0,74.0,0.0,0.0,0.0,430.0,0.0,8.0,379.0,167.0,325.0,3.0,11.0,246.0,191.0,95.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,164.0,209.0,219.0,232.0,69.55
80,서울혜화경찰서,2018,4.0,1.0,800.0,3.0,0.0,29.0,0.0,6.0,0.0,0.0,10.0,0.0,2.0,118.0,0.0,197.0,0.0,39.0,0.0,66.0,0.0,0.0,0.0,340.0,0.0,91.0,344.0,145.0,364.0,3.0,18.0,175.0,184.0,109.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,119.0,179.0,270.0,252.0,65.15
81,충남세종경찰서,2018,14.0,0.0,1043.0,158.0,0.0,57.0,3.0,16.0,0.0,0.0,56.0,5.0,5.0,19.0,0.0,256.0,0.0,10.0,0.0,637.0,0.0,1.0,0.0,409.0,0.0,5.0,516.0,284.0,547.0,29.0,35.0,285.0,322.0,129.0,547.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,200.0,248.0,303.0,522.0,64.05
82,경기수원남부경찰서,2019,5.0,0.0,3795.0,226.0,0.0,145.0,0.0,10.0,0.0,0.0,43.0,5.0,0.0,150.0,0.0,1806.0,0.0,46.0,1.0,582.0,0.0,1.0,0.0,1614.0,2.0,17.0,1108.0,595.0,2521.0,43.0,59.0,738.0,641.0,221.0,2522.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,4185.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,980.0,660.0,683.0,1321.0,69.30000000000001
83,경기수원서부경찰서,2019,4.0,0.0,1560.0,76.0,0.0,81.0,2.0,158.0,0.0,0.0,61.0,0.0,3.0,112.0,0.0,413.0,0.0,15.0,1.0,342.0,0.0,0.0,0.0,1048.0,1.0,7.0,800.0,415.0,727.0,28.0,60.0,478.0,474.0,174.0,728.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1934.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,208.0,404.0,450.0,793.0,68.45
84,경기수원중부경찰서,2019,2.0,0.0,2425.0,154.0,0.0,70.0,0.0,67.0,0.0,0.0,27.0,1.0,4.0,299.0,1.0,854.0,0.0,147.0,1.0,310.0,0.0,0.0,1.0,1103.0,0.0,24.0,1004.0,603.0,1138.0,54.0,87.0,515.0,635.0,316.0,1138.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,334.0,537.0,685.0,998.0,70.8
85,경남마산동부경찰서,2019,1.0,0.0,594.0,193.0,0.0,63.0,0.0,147.0,0.0,0.0,28.0,1.0,0.0,113.0,0.0,436.0,0.0,55.0,0.0,171.0,0.0,0.0,0.0,246.0,0.0,4.0,240.0,163.0,623.0,12.0,18.0,126.0,143.0,104.0,623.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,224.0,156.0,177.0,313.0,67.9
86,경남마산중부경찰서,2019,0.0,0.0,862.0,90.0,0.0,51.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,59.0,0.0,360.0,0.0,68.0,6.0,105.0,0.0,0.0,0.0,412.0,1.0,3.0,305.0,198.0,512.0,14.0,19.0,127.0,182.0,161.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,112.0,258.0,260.0,315.0,70.15
87,경남진주경찰서,2019,0.0,0.0,1386.0,129.0,0.0,84.0,3.0,5.0,0.0,0.0,5.0,2.0,1.0,157.0,0.0,561.0,0.0,36.0,2.0,445.0,0.0,1.0,0.0,398.0,0.0,9.0,430.0,272.0,910.0,18.0,45.0,186.0,275.0,178.0,910.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,203.0,292.0,325.0,689.0,69.35
